OFFENSE_CODE,OFFENSE_CODE_GROUP,STREET
3126,Motor Vehicle Accident Response,MASSACHUSETTS AVE
801,Vandalism,WASHINGTON ST
727,Missing Person Reported,HANCOCK ST
3005,Auto Theft,ROXBURY ST
3001,Auto Theft Recovery,WARREN ST
1810,Simple Assault,ALBANY ST
3802,Medical Assistance,
1722,Motor Vehicle Accident Response,ALBANY ST
2647,Harassment,TREMONT ST
2670,Simple Assault,TREMONT ST
619,Violations,NEW SUDBURY ST
3501,Investigate Person,ALLEGHANY ST
2647,Investigate Person,HOMESTEAD ST
3126,Medical Assistance,
3115,Larceny,CROWN POINT DR
617,Investigate Person,BRAINTREE ST
617,Larceny,FAYSTON ST
2007,Police Service Incidents,CITY SQ
724,Drug Violation,GIBSON ST
3201,Search Warrants,WASHINGTON ST
619,Firearm Violations,SOUTHAMPTON ST
1722,Drug Violation,ALBANY ST
3207,Property Lost,WINTER ST
3301,Medical Assistance,MASSACHUSETTS AVE
619,Investigate Person,HARRISON AVE
2905,Property Lost,GERMANIA ST
2907,Medical Assistance,
3201,Property Found,CENTRE ST
1402,Medical Assistance,BLUE HILL AVENUE
3111,Medical Assistance,HARRISON AVE
1106,Warrant Arrests,CENTRE ST
3410,Residential Burglary,HUNNEWELL AVE
1102,Other,VINE ST
801,Investigate Property,WORCESTER ST
3410,Towed,
540,Medical Assistance,WARD ST
3115,Larceny,DISTRICT AVE
3106,Drug Violation,W BROADWAY
423,License Violation,HOMES AVE
3207,Vandalism,PORTLAND ST
3115,Residential Burglary,RALDNE RD
3810,Motor Vehicle Accident Response,
2647,Aggravated Assault,GIBSON ST
3410,Verbal Disputes,HARRISON AVE
1810,Motor Vehicle Accident Response,HUNTINGTON AVE
641,Larceny,GIBSON ST
3821,Confidence Games,HARRISON AVE
423,Motor Vehicle Accident Response,GLENWAY ST
3301,Confidence Games,WASHINGTON ST
3410,Residential Burglary,CATON ST
2647,Medical Assistance,NEW SUDBURY ST
1106,Larceny,CENTRE ST
3005,Larceny,POPLAR ST
3125,Property Lost,E NEWTON ST
3018,Towed,BAKER ST
3301,Medical Assistance,
801,Missing Person Reported,DEERING RD
801,Other,BLUE HILL AVE
301,Motor Vehicle Accident Response,CHARLES ST
801,Simple Assault,CODMAN PARK
3831,Robbery,N BEACON ST
3114,Aggravated Assault,
3801,Simple Assault,WARREN AVE
3301,Other,ROSA ST
3831,Verbal Disputes,MOUNT EVERETT ST
3115,Larceny From Motor Vehicle,MARGARETTA DR
3807,Investigate Person,BEAUFORD LN
3115,Investigate Person,CENTRE ST
3501,Larceny,GREENVILLE ST
3115,Towed,WINTER ST
3115,Property Lost,MORTON ST
2907,Other,MASSACHUSETTS AVE
3301,Other Burglary,CLEVEMONT AVE
3005,Medical Assistance,CLEMENT AVE
3301,Motor Vehicle Accident Response,DEVON ST
1402,Motor Vehicle Accident Response,BOYLSTON ST
614,Investigate Person,BOYLSTON ST
2610,Auto Theft,JERSEY ST
2647,Motor Vehicle Accident Response,BOWDOIN AVE
1402,Missing Person Reported,GIBSON ST
2670,Property Found,HYDE PARK AVE
3005,Other,HARVARD ST
3108,Larceny,BEACON ST
3005,Residential Burglary,LORETTE ST
3108,Towed,WASHINGTON ST
2005,Police Service Incidents,NEW SUDBURY ST
2647,Motor Vehicle Accident Response,CHARLOTTE ST
801,Other,MORTON ST
801,Drug Violation,ATLANTIC AVE
3006,Larceny,CENTRE ST
3115,Police Service Incidents,GENEVA AVE
301,Investigate Person,LEGENDS WAY
3006,Aggravated Assault,TREMONT ST
3115,Warrant Arrests,TREMONT ST
617,Auto Theft,GALLIVAN BLVD
801,Larceny,LONGWOOD AVE
2905,Other,BLUE HILL AVE
3502,Property Found,BLUE HILL AVE
3126,Other,ALBANY ST
2647,Medical Assistance,WASHINGTON ST
3115,Larceny From Motor Vehicle,CAMBRIDGE ST
423,Confidence Games,W DEDHAM ST
301,Medical Assistance,LEROY ST
2662,Motor Vehicle Accident Response,BROWN AVE
3201,Investigate Property,DORCHESTER AVE
2647,Motor Vehicle Accident Response,STUART ST
801,Motor Vehicle Accident Response,POMPEII ST
3006,Investigate Property,COMMONWEALTH AVE
801,Towed,VFW PKWY
3301,Vandalism,MALLARD AVE
3112,Vandalism,HIGHLAND ST
3115,Vandalism,CUSHING AVE
3410,Vandalism,THOMAS PARK
2907,Vandalism,
616,Motor Vehicle Accident Response,
801,Medical Assistance,BLUE HILL AVENUE
1402,Other,W BROADWAY
1107,Property Found,BLUE HILL AVE
1107,Motor Vehicle Accident Response,BLUE HILL AVE
3126,Fraud,HARRISON AVE
735,Larceny From Motor Vehicle,AMORY ST
3301,Warrant Arrests,UPLAND AVE
3301,Towed,WYOMING ST
423,Motor Vehicle Accident Response,WESTVILLE TER
1001,Residential Burglary,GIBSON ST
3410,Towed,DORCHESTER ST
3005,Property Lost,
3115,Counterfeiting,PHILLIPS ST
3005,Property Found,CAUSEWAY ST
2670,Verbal Disputes,WENONAH ST
2907,Medical Assistance,
3005,Larceny,
801,Simple Assault,RALDNE RD
1810,Other,ESSEX ST
3006,Medical Assistance,CUSHING AVE
3831,Medical Assistance,GIBSON ST
801,License Violation,ALLSTATE RD
613,Simple Assault,COMMONWEALTH AVE
3114,Drug Violation,BLUE LEDGE DR
2670,Investigate Person,BLUE HILL AVE
423,Verbal Disputes,DIMOCK ST
2670,Other,NORTON ST
2647,Larceny,FAIRMOUNT AVE
3001,Vandalism,WOODSTOCK AVE
3207,Motor Vehicle Accident Response,W BROADWAY
614,Robbery,DITMUS CT
1402,Simple Assault,ORMOND ST
3820,Aggravated Assault,
619,Verbal Disputes,VINE ST
3115,Medical Assistance,
1810,Other,
3301,Motor Vehicle Accident Response,CROWELL ST
3831,Motor Vehicle Accident Response,HARTFORD ST
614,Other,WASHINGTON ST
3301,Motor Vehicle Accident Response,OXFORD ST
3801,Vandalism,VINE ST
3801,Ballistics,
1102,Medical Assistance,NEWBURY ST
2610,Investigate Property,GERARD ST
423,Simple Assault,TOPLIFF ST
3410,Verbal Disputes,REXHAME ST
1402,Simple Assault,SALMAN ST
3115,Simple Assault,HYDE PARK AVE
613,Vandalism,MARKET ST
614,Missing Person Located,NEW SUDBURY ST
3831,Motor Vehicle Accident Response,WASHINGTON ST
423,Larceny,SCHOOL ST
3115,Drug Violation,CENTRE ST
801,Firearm Violations,WHEATLAND AVE
1102,Other,SALEM ST
3301,Medical Assistance,CENTRE ST
801,Towed,E BROOKLINE ST
1402,Confidence Games,GENEVA AVE
615,Missing Person Located,SALMAN ST
3018,Missing Person Reported,BOYLSTON ST
3802,Motor Vehicle Accident Response,WENHAM ST
2907,Medical Assistance,
3201,Towed,ALMONT ST
3119,Fraud,
3006,Verbal Disputes,DALTON ST
3831,Simple Assault,W NEWTON ST
423,Police Service Incidents,GREENWOOD ST
619,Firearm Violations,NEWMARKET
2914,Recovered Stolen Property,WASHINGTON ST
3831,Simple Assault,LEAHAVEN RD
520,Verbal Disputes,ELM HILL AVE
3803,Investigate Property,
1402,Medical Assistance,EMERALD CT
3115,Verbal Disputes,OAKCREST RD
2670,Towed,W BROADWAY
614,Medical Assistance,MAIN ST
3410,Aggravated Assault,TALBOT AVE
727,Medical Assistance,GIBSON ST
3115,Warrant Arrests,WAVERLY ST
3005,Simple Assault,DISTRICT AVE
2007,Motor Vehicle Accident Response,KERWIN ST
614,Larceny,HALLRON ST
3301,Property Found,D ST
3005,Property Found,BROAD ST
2610,Motor Vehicle Accident Response,GIBSON ST
3201,Verbal Disputes,NEW SUDBURY ST
3831,Investigate Person,WASHINGTON ST
614,Medical Assistance,HALLRON ST
801,Investigate Person,TOPLIFF ST
3110,Medical Assistance,BENNINGTON ST
1402,Investigate Property,LATTIMORE CT
1106,Investigate Person,GIBSON ST
3005,Investigate Property,OAKCREST RD
3006,Investigate Person,TREMONT ST
3201,Simple Assault,
3005,Drug Violation,WASHINGTON ST
1001,Motor Vehicle Accident Response,WASHINGTON ST
2647,Larceny,GIBSON ST
3006,Harassment,LINDEN AVE
614,Missing Person Located,JEFFERS ST
3114,Investigate Property,WASHINGTON ST
3301,Investigate Property,WASHINGTON ST
3006,Counterfeiting,THETFORD AVE
3006,Larceny,FAIRMOUNT AVE
3410,Motor Vehicle Accident Response,F ST
614,Larceny,
613,Drug Violation,MORTON ST
2622,Aggravated Assault,BUNKER HILL ST
3115,Disorderly Conduct,TREMONT ST
3820,Drug Violation,CHARLAME ST
614,Drug Violation,BLUE HILL AVE
619,Drug Violation,WILDWOOD ST
3301,Drug Violation,OLD COLONY AVE
3115,Verbal Disputes,PARKER HILL AVE
724,Fire Related Reports,NEW SUDBURY ST
261,Larceny,ALLSTATE RD
3115,Motor Vehicle Accident Response,E FOURTH ST
3803,Motor Vehicle Accident Response,ALLSTON ST
3810,Motor Vehicle Accident Response,HUNTINGTON AVE
3410,Towed,HIGH ST
3802,Motor Vehicle Accident Response,GREENFIELD RD
802,Simple Assault,CENTRE ST
2647,Other,CLARENDON ST
3802,Motor Vehicle Accident Response,BEACON ST
3503,Missing Person Located,HYDE PARK AVE
1107,Fraud,SILLOWAY ST
3831,Motor Vehicle Accident Response,INDEPENDENCE DR
3115,Investigate Person,LUCERNE ST
616,Larceny,CLAREMONT PARK
1402,Vandalism,CLAREMONT PARK
613,Larceny,CHARLES ST
1001,Counterfeiting,COREY RD
3402,Service,DANA AVE
3802,Motor Vehicle Accident Response,E BERKELEY ST
616,Larceny,BELVIDERE ST
802,Simple Assault,WORCESTER SQ
706,Auto Theft,BARDWELL ST
3109,Police Service Incidents,
619,Larceny,DALRYMPLE ST
724,Auto Theft,HUNTINGTON AVE
3006,Medical Assistance,FRUIT ST
3201,Property Lost,AKRON ST
3115,Investigate Person,MONADNOCK ST
3201,Property Lost,BLUE HILL AVE
1874,Drug Violation,DORCHESTER AVE
3106,Property Related Damage,BENNINGTON ST
617,Larceny,PETERBOROUGH ST
3125,Warrant Arrests,WALES ST
2007,Restraining Order Violations,BENNINGTON ST
613,Larceny,NEWBURY ST
1501,Firearm Violations,SEAVER ST
423,Aggravated Assault,PEACEVALE RD
2401,Disorderly Conduct,PEACEVALE RD
413,Aggravated Assault,PEACEVALE RD
3006,Medical Assistance,FREMONT ST
3112,Landlord/Tenant Disputes,COMO RD
802,Simple Assault,EMERY RD
520,Residential Burglary,BEACON ST
1402,Vandalism,WASHINGTON ST
613,Larceny,TREMONT ST
613,Larceny,DORCHESTER AVE
3201,Property Lost,MOUNT VERNON ST
613,Larceny,RIVER ST
3115,Investigate Person,PINCKNEY ST
1501,Firearm Violations,SUMNER ST
1805,Drug Violation,SUMNER ST
3502,Missing Person Located,MASSACHUSETTS AVE
613,Larceny,CANAL ST
802,Simple Assault,REDLANDS RD
3201,Property Lost,BOYLSTON ST
3501,Missing Person Reported,MORRIS ST
3006,Medical Assistance,LAWRENCE AVE
3301,Verbal Disputes,LAWRENCE AVE
613,Larceny,EVERETT ST
3115,Investigate Person,MELVILLE AVE
3007,Medical Assistance,GLENHAVEN RD
802,Simple Assault,WARREN ST
706,Auto Theft,WALDEMAR AVE
3807,Motor Vehicle Accident Response,COMMONWEALTH AVE
3114,Investigate Property,STRATTON ST
3114,Investigate Property,
2914,Violations,BELDEN SQ
3830,Motor Vehicle Accident Response,DEACONESS RD
3114,Investigate Property,MCBRIDE ST
3114,Investigate Property,HARVARD ST
3006,Medical Assistance,HUNTINGTON AVE
802,Simple Assault,BRIGHTON AVE
2906,Violations,HYDE PARK AVE
3410,Towed,COLUMBIA RD
3410,Towed,CAMBRIDGE ST
802,Simple Assault,N HARVARD ST
619,Larceny,
3410,Towed,CLARENDON ST
3207,Property Found,SPRING PARK AVE
3130,Search Warrants,BEXLEY RD
724,Auto Theft,DORCHESTER AVE
1402,Vandalism,BOLTON ST
617,Larceny,HARRISON AVE
3125,Warrant Arrests,LEBANON ST
3811,Motor Vehicle Accident Response,DORCHESTER AVE
3006,Medical Assistance,BEACON ST
1402,Vandalism,LORING ST
3831,Motor Vehicle Accident Response,N BENNET ST
3301,Verbal Disputes,COLUMBIA RD
3831,Motor Vehicle Accident Response,MANSFIELD ST
1402,Vandalism,CANTERBURY ST
3831,Motor Vehicle Accident Response,PRENTISS ST
617,Larceny,BOYLSTON ST
1841,Drug Violation,LEBANON ST
3006,Medical Assistance,WOODCLIFF ST
3115,Investigate Person,WOODCLIFF ST
3207,Property Found,HANCOCK ST
520,Residential Burglary,ALLSTON ST
3115,Investigate Person,MARGARETTA DR
802,Simple Assault,CENTRE ST
3502,Missing Person Located,MORTON ST
413,Aggravated Assault,GROTTO GLEN RD
361,Robbery,GROTTO GLEN RD
3125,Warrant Arrests,GROTTO GLEN RD
3006,Medical Assistance,GREW AVE
2647,Other,WASHINGTON ST
3301,Verbal Disputes,BOWDOIN ST
1402,Vandalism,COMMONWEALTH AVE
522,Residential Burglary,WINSLOW ST
3115,Investigate Person,HARVARD ST
3115,Investigate Person,PARK DR
804,Simple Assault,DAYTON ST
613,Larceny,COMMONWEALTH AVE
2647,Other,BOYLSTON ST
3115,Investigate Person,MELBOURNE ST
3301,Verbal Disputes,NAVARRE ST
3207,Property Found,HYDE PARK AVE
2610,Other,KEMBLE ST
522,Residential Burglary,LEAMINGTON RD
3130,Search Warrants,BEXLEY RD
3410,Towed,B ST
3001,Medical Assistance,DITMUS CT
2403,Disorderly Conduct,READING ST
3801,Motor Vehicle Accident Response,E FOURTH ST
2405,Disorderly Conduct,MARGARETTA DR
3006,Medical Assistance,BROCKTON ST
3006,Medical Assistance,TROTTER CT
3006,Medical Assistance,TREMONT ST
3006,Medical Assistance,ASHLEY ST
3410,Towed,HARRISON AVE
3831,Motor Vehicle Accident Response,BEACON ST
3115,Investigate Person,SLEEPER ST
1402,Vandalism,WASHINGTON ST
3502,Missing Person Located,GREENVILLE ST
1848,Drug Violation,MEDFORD ST
616,Larceny,PEMBROKE ST
619,Larceny,PEMBROKE ST
3831,Motor Vehicle Accident Response,C ST
1402,Vandalism,RIVER ST
3006,Medical Assistance,COLUMBIA RD
2647,Other,CENTRE ST
413,Aggravated Assault,LONGWOOD AVE
3006,Medical Assistance,CEDAR ST
802,Simple Assault,MARKET ST
3006,Medical Assistance,GIBSON ST
3803,Motor Vehicle Accident Response,MASSACHUSETTS AVE
3006,Medical Assistance,MASSACHUSETTS AVE
3115,Investigate Person,BOYLSTON ST
3114,Investigate Property,DUNBAR AVE
3006,Medical Assistance,LONGFELLOW PL
3301,Verbal Disputes,READVILLE ST
3831,Motor Vehicle Accident Response,BENNINGTON ST
2905,Violations,BENNINGTON ST
2900,Other,BENNINGTON ST
3803,Motor Vehicle Accident Response,MASSACHUSETTS AVE
3115,Investigate Person,WASHINGTON ST
3115,Investigate Person,SHAFTER ST
2900,Other,WARREN ST
3006,Medical Assistance,MERIDIAN ST
802,Simple Assault,HYDE PARK AVE
3006,Medical Assistance,CROWELL ST
619,Larceny,MASSACHUSETTS AVE
3803,Motor Vehicle Accident Response,E BERKELEY ST
3301,Verbal Disputes,BLUE HILL AVE
522,Residential Burglary,PETERBOROUGH ST
3114,Investigate Property,WASHINGTON ST
3006,Medical Assistance,CASTLETON ST
802,Simple Assault,ARCHDALE RD
3831,Motor Vehicle Accident Response,CAMBRIDGE ST
3301,Verbal Disputes,HARBOR VIEW ST
3410,Towed,HERON ST
413,Aggravated Assault,WASHINGTON ST
3115,Investigate Person,MALLON RD
3803,Motor Vehicle Accident Response,WATERLOW ST
802,Simple Assault,OAKRIDGE ST
802,Simple Assault,CAMBRIDGE ST
3201,Property Lost,FANEUIL ST
3115,Investigate Person,OWENCROFT RD
3831,Motor Vehicle Accident Response,HUNTINGTON AVE
3301,Verbal Disputes,MONSIGNOR DENNIS F O'CALL
802,Simple Assault,COLUMBUS AVE
301,Robbery,COLUMBUS AVE
2610,Other,SUMMER ST
1830,Drug Violation,WASHINGTON ST
3831,Motor Vehicle Accident Response,RECTOR RD
311,Robbery,WASHINGTON ST
727,Auto Theft,FRONTAGE RD
3115,Investigate Person,WALNUT AVE
1402,Vandalism,FENNO ST
2662,Ballistics,FENNO ST
619,Larceny,TREMONT ST
3115,Investigate Person,NEWBURY ST
617,Larceny,STATE ST
3115,Investigate Person,HARRISON AVE
1848,Drug Violation,FAIRMOUNT ST
1501,Firearm Violations,FAIRMOUNT ST
3114,Investigate Property,SELKIRK RD
802,Simple Assault,WINTER ST
802,Simple Assault,MERCER ST
3301,Verbal Disputes,NORFOLK ST
3301,Verbal Disputes,CUMMINS HWY
3115,Investigate Person,WASHINGTON ST
1102,Fraud,SHEAFE ST
413,Aggravated Assault,BLUE HILL AVE
3501,Missing Person Reported,ASHLEY ST
3109,Police Service Incidents,ALLERTON ST
3115,Investigate Person,ALMONT ST
3006,Medical Assistance,MILTON AVE
1810,Drug Violation,BLUE HILL AVE
3502,Missing Person Located,SUMMIT ST
3810,Motor Vehicle Accident Response,CONDOR ST
3202,Property Found,HEREFORD ST
3301,Verbal Disputes,HARTWELL ST
619,Larceny,CORTES ST
1843,Drug Violation,CONDOR ST
301,Robbery,A ST
613,Larceny,WASHINGTON ST
802,Simple Assault,WASHINGTON ST
613,Larceny,GALLIVAN BLVD
1402,Vandalism,COMMONWEALTH AVE
3115,Investigate Person,CROCKETT AVE
802,Simple Assault,H ST
3201,Property Lost,CENTRE ST
1810,Drug Violation,WASHINGTON ST
3501,Missing Person Reported,DORCHESTER AVE
3115,Investigate Person,TREMONT ST
2657,Other,TREMONT ST
802,Simple Assault,BALFOUR ST
1402,Vandalism,HUNTINGTON AVE
3301,Verbal Disputes,HAVRE ST
3110,Police Service Incidents,MAPLE ST
802,Simple Assault,ARMINGTON ST
1842,Drug Violation,MASSACHUSETTS AVE
3201,Property Lost,WALK HILL ST
802,Simple Assault,ATLANTIC ST
3125,Warrant Arrests,SUMMER ST
3170,Other,SUMMER ST
3114,Investigate Property,CRESTON ST
3006,Medical Assistance,GARDNER ST
3115,Investigate Person,PARKER ST
1102,Fraud,EDGEMERE RD
3109,Police Service Incidents,DORCHESTER AVE
3115,Investigate Person,ASHMONT ST
1107,Fraud,HARRISON AVE
3803,Motor Vehicle Accident Response,AMERICAN LEGION HWY
3410,Towed,AMERICAN LEGION HWY
619,Larceny,CALLENDER ST
3115,Investigate Person,LINCOLN ST
3006,Medical Assistance,WASHINGTON ST
2660,Other,CENTRE ST
3115,Investigate Person,BABSON ST
1849,Drug Violation,BOYLSTON SQ
1843,Drug Violation,BOYLSTON SQ
3501,Missing Person Reported,CEDAR ST
3018,Medical Assistance,
3115,Investigate Person,SAINT BOTOLPH ST
3115,Investigate Person,MERIDIAN ST
3115,Investigate Person,MASCOT ST
3201,Property Lost,CAMBRIDGE ST
1830,Drug Violation,DORCHESTER AVE
3112,Landlord/Tenant Disputes,RIVER ST
301,Robbery,DUDLEY ST
1107,Fraud,BOWDOIN ST
3301,Verbal Disputes,SLAYTON WAY
3301,Verbal Disputes,WARREN ST
3006,Medical Assistance,HEMENWAY ST
520,Residential Burglary,TALBOT AVE
614,Larceny From Motor Vehicle,NORFOLK AVE
1848,Drug Violation,AMORY ST
1845,Drug Violation,AMORY ST
1402,Vandalism,SHEPTON ST
2007,Restraining Order Violations,COLUMBUS AVE
3831,Motor Vehicle Accident Response,ATHENS ST
1102,Fraud,S HUNTINGTON AVE
802,Simple Assault,BORDER ST
3115,Investigate Person,MASSACHUSETTS AVE
3006,Medical Assistance,PARK ST
2662,Ballistics,FOUNTAIN ST
1843,Drug Violation,CENTRE ST
2610,Other,CENTRE ST
1106,Confidence Games,WHITTIER PL
3201,Property Lost,WHITTIER PL
562,Other Burglary,HARRISON AVE
706,Auto Theft,PRATT ST
3805,Motor Vehicle Accident Response,BLUE HILL AVE
1102,Fraud,W BROADWAY
3201,Property Lost,WINTER ST
1106,Confidence Games,WINTER ST
423,Aggravated Assault,DEVONSHIRE ST
3301,Verbal Disputes,DEVONSHIRE ST
3115,Investigate Person,FAIRMOUNT AVE
1106,Confidence Games,TRAIN ST
3006,Medical Assistance,MASCOT ST
3801,Motor Vehicle Accident Response,SPRING ST
1402,Vandalism,WESTERN AVE
3501,Missing Person Reported,WOODRUFF WAY
727,Auto Theft,FREEPORT ST
735,Auto Theft Recovery,FREEPORT ST
802,Simple Assault,DORCHESTER AVE
3006,Medical Assistance,BORDER ST
3820,Motor Vehicle Accident Response,HUNTINGTON AVE
2629,Harassment,WESTLAND AVE
802,Simple Assault,WELLINGTON HILL ST
2907,Violations,FREMONT ST
3115,Investigate Person,HEMENWAY ST
3115,Investigate Person,BOSTON ST
3006,Medical Assistance,CROWN POINT DR
616,Larceny,BOND DR
3115,Investigate Person,NEWBURY ST
613,Larceny,NEWBURY ST
3109,Police Service Incidents,
1843,Drug Violation,GIBSON ST
3130,Search Warrants,ARBUTUS ST
1510,Firearm Violations,LUCERNE ST
1848,Drug Violation,LUCERNE ST
3201,Property Lost,DEFOREST ST
3006,Medical Assistance,DORCHESTER AVE
3115,Investigate Person,HUMBOLDT AVE
3201,Property Lost,TREMONT ST
3001,Medical Assistance,WARNER ST
3207,Property Found,HANCOCK ST
3007,Medical Assistance,CULBERT ST
3006,Medical Assistance,CLIFTON ST
3125,Warrant Arrests,CHESTERTON ST
521,Residential Burglary,CHESTERTON ST
2610,Other,CHESTERTON ST
3114,Investigate Property,WASHINGTON ST
3410,Towed,SAVIN ST
3006,Medical Assistance,E NEWTON ST
617,Larceny,WORCESTER ST
1848,Drug Violation,HUMBOLDT AVE
3111,License Violation,HUMBOLDT AVE
1402,Vandalism,WOODGLEN RD
522,Residential Burglary,DR. MARY MOORE BEATTY CIR
3820,Motor Vehicle Accident Response,OTIS ST
413,Aggravated Assault,MASSACHUSETTS AVE
3301,Verbal Disputes,DEWEY ST
3810,Motor Vehicle Accident Response,S HUNTINGTON AVE
617,Larceny,DORCHESTER AVE
1106,Confidence Games,DORCHESTER AVE
3802,Motor Vehicle Accident Response,COMMONWEALTH AVE
1106,Confidence Games,W BROADWAY
522,Residential Burglary,GAINSBOROUGH ST
3006,Medical Assistance,WHITE ST
619,Larceny,W ROBERT S PEABODY CIR
619,Larceny,COVINGTON ST
3201,Property Lost,VICTORY RD
3410,Towed,W MAIN ST
3006,Medical Assistance,MUNROE ST
2642,Missing Person Reported,MUNROE ST
2610,Other,N BEACON ST
3801,Motor Vehicle Accident Response,D ST
802,Simple Assault,HUNTINGTON AVE
311,Robbery,HUNTINGTON AVE
413,Aggravated Assault,JERSEY ST
802,Simple Assault,JERSEY ST
2647,Other,MAIN ST
3301,Verbal Disputes,STRATTON ST
614,Larceny From Motor Vehicle,VICTORY RD
3115,Investigate Person,SNOWDEN WAY
3115,Investigate Person,SUMMER ST
619,Larceny,WEST ST
3410,Towed,MCLELLAN ST
3201,Property Lost,WALNUT AVE
2610,Other,ABBOT ST
562,Other Burglary,COMMONWEALTH AVE
3001,Medical Assistance,GARNET RD
3811,Motor Vehicle Accident Response,F ST
3802,Motor Vehicle Accident Response,AMERICAN LEGION HWY
3115,Investigate Person,HARRISON AVE
724,Auto Theft,BLUE HILL AVE
3805,Motor Vehicle Accident Response,MASSACHUSETTS AVE
3501,Missing Person Reported,SUMMER ST
3207,Property Found,CENTRE ST
2647,Other,CENTRE ST
619,Larceny,FENWOOD RD
520,Residential Burglary,FOX ST
3410,Towed,REVERE ST
3109,Police Service Incidents,GARFIELD AVE
3831,Motor Vehicle Accident Response,HYDE PARK AVE
2610,Other,SUMMER ST
1849,Drug Violation,SUMMER ST
613,Larceny,SUMMER ST
3109,Police Service Incidents,FAYWOOD AVE
3115,Investigate Person,RIVER ST
423,Aggravated Assault,WASHINGTON ST
3125,Warrant Arrests,WASHINGTON ST
706,Auto Theft,WASHINGTON ST
619,Larceny,COMMONWEALTH AVE
2647,Other,WASHINGTON ST
3207,Property Found,W NEWTON ST
2610,Other,WORCESTER SQ
3006,Medical Assistance,
614,Larceny From Motor Vehicle,FREEPORT ST
1106,Confidence Games,DEVONSHIRE PL
3006,Medical Assistance,MERCER ST
3831,Motor Vehicle Accident Response,NORTH ST
3114,Investigate Property,PERCIVAL ST
3802,Motor Vehicle Accident Response,
3831,Motor Vehicle Accident Response,MALCOLM X BLVD
3114,Investigate Property,NEW ENGLAND AVE
3410,Towed,WHITING ST
1402,Vandalism,RANDOLPH ST
1402,Vandalism,RANDOLPH ST
1402,Vandalism,RANDOLPH ST
