INCIDENT_NUMBER,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,YEAR,MONTH,HOUR,STREET
202001639,Missing Person Reported,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,2020,1,11,NEWBURY ST
202001637,Motor Vehicle Accident Response,VERBAL DISPUTE,B2,2020,1,11,SEAVER ST
202001635,Medical Assistance,VANDALISM,B2,2020,1,10,FAYSTON ST
202001632,Towed,SICK ASSIST,E5,2020,1,10,CENTRE ST
202001631,Fraud,INVESTIGATE PERSON,B3,2020,1,10,HARVARD ST
202001630,Verbal Disputes,LARCENY ALL OTHERS,B3,2020,1,0,HARVARD ST
202001629,Simple Assault,LARCENY THEFT FROM BUILDING,C11,2020,1,14,BEALE ST
202001628,Police Service Incidents,VERBAL DISPUTE,B2,2020,1,10,INTERVALE ST
202001626,Firearm Violations,VERBAL DISPUTE,B2,2020,1,9,HARTWELL ST
202001625,Recovered Stolen Property,THREATS TO DO BODILY HARM,D14,2020,1,14,WARREN ST
202001624,Simple Assault,INVESTIGATE PERSON,D14,2020,1,9,GUEST ST
202001623,Verbal Disputes,AUTO THEFT,C11,2020,1,19,GIBSON ST
202001622,Investigate Property,FRAUD - IMPERSONATION,D4,2020,1,0,HARRISON AVE
202001621,Medical Assistance,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,2020,1,18,SAGAMORE ST
202001619,Verbal Disputes,SICK ASSIST,C11,2020,1,10,MAYFIELD ST
202001618,Towed,SICK ASSIST,D4,2020,1,9,NEWBURY ST
202001617,Medical Assistance,LARCENY THEFT FROM BUILDING,B3,2020,1,19,ELLINGTON ST
202001616,Aggravated Assault,MISSING PERSON - LOCATED,E5,2020,1,22,DENT ST
202001615,Medical Assistance,INVESTIGATE PROPERTY,B2,2020,1,0,WASHINGTON ST
202001612,Warrant Arrests,SICK ASSIST,D4,2020,1,8,BOYLSTON ST
202001611,Simple Assault,M/V ACCIDENT - PROPERTY DAMAGE,D14,2020,1,9,WASHINGTON ST
202001610,Motor Vehicle Accident Response,INVESTIGATE PERSON,C11,2020,1,0,GIBSON ST
202001609,Larceny,TOWED MOTOR VEHICLE,D14,2020,1,10,WILSON PARK
202001608,Property Found,SICK ASSIST - DRUG RELATED ILLNESS,C6,2020,1,9,SOUTHAMPTON ST
202001607,Property Found,VANDALISM,D4,2020,1,8,PARK DR
202001606,Motor Vehicle Accident Response,VAL - OPERATING AFTER REV/SUSP.,B2,2020,1,9,HUNTINGTON AVE
202001605,Verbal Disputes,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,2020,1,21,W BROADWAY
202001604,Investigate Person,SICK ASSIST,D4,2020,1,8,WESTLAND AVE
202001603,Medical Assistance,THREATS TO DO BODILY HARM,E18,2020,1,9,HYDE PARK AVE
202001602,Investigate Person,ASSAULT - SIMPLE,C11,2020,1,8,GENEVA AVE
202001601,Medical Assistance,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,2020,1,14,WASHINGTON ST
202001600,Investigate Property,VAL - VIOLATION OF AUTO LAW,E13,2020,1,9,
202001599,Investigate Person,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,2020,1,0,GIBSON ST
202001598,Investigate Property,BURGLARY - COMMERICAL,D4,2020,1,0,HARRISON AVE
202001597,Investigate Person,VANDALISM,A1,2020,1,7,TREMONT ST
202001596,Simple Assault,BURGLARY - RESIDENTIAL,C11,2020,1,8,LESLIE ST
202001595,Drug Violation,M/V ACCIDENT - PROPERTY DAMAGE,E13,2020,1,9,FORBES ST
202001594,Motor Vehicle Accident Response,TOWED MOTOR VEHICLE,E13,2020,1,7,FORBES ST
202001593,Larceny,INVESTIGATE PERSON,A1,2020,1,8,CORTES ST
202001592,Harassment,TOWED MOTOR VEHICLE,B2,2020,1,8,FOREST ST
202001591,Missing Person Located,VERBAL DISPUTE,B2,2020,1,8,GEORGIA ST
202001590,Investigate Property,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,2020,1,6,MERIDIAN ST
202001589,Investigate Property,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B3,2020,1,8,GREENDALE
202001587,Counterfeiting,PROPERTY - LOST/ MISSING,B2,2020,1,10,WASHINGTON ST
202001586,Larceny,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,C11,2020,1,18,LYON ST
202001585,Motor Vehicle Accident Response,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,2020,1,0,PARIS ST
202001584,Larceny,INVESTIGATE PERSON,E13,2020,1,5,PARKER ST
202001583,Drug Violation,INVESTIGATE PERSON,A1,2020,1,5,FRUIT ST
202001582,Aggravated Assault,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),B2,2020,1,5,NORFOLK AVE
202001581,Disorderly Conduct,SICK/INJURED/MEDICAL - PERSON,B2,2020,1,3,INGLESIDE ST
202001580,Drug Violation,SICK ASSIST,C11,2020,1,5,BLOOMFIELD ST
202001579,Drug Violation,LARCENY ALL OTHERS,B3,2020,1,5,WESTVIEW ST
202001578,Drug Violation,ROBBERY,D14,2020,1,5,FARRINGTON AVE
202001577,Drug Violation,ROBBERY,A7,2020,1,3,HORACE ST
202001576,Verbal Disputes,VERBAL DISPUTE,A15,2020,1,3,WALFORD WAY
202001575,Fire Related Reports,SICK ASSIST,A7,2020,1,2,FAYWOOD AVE
202001574,Larceny,INVESTIGATE PERSON,B3,2020,1,2,ALABAMA ST
202001573,Motor Vehicle Accident Response,HARASSMENT/ CRIMINAL HARASSMENT,E5,2020,1,2,CENTRE ST
202001572,Verbal Disputes,TOWED MOTOR VEHICLE,D14,2020,1,1,TREMONT ST
202001571,Verbal Disputes,INVESTIGATE PROPERTY,C11,2020,1,0,
202001570,Property Found,THREATS TO DO BODILY HARM,B2,2020,1,0,SHAWMUT AVE
202001569,Medical Assistance,THREATS TO DO BODILY HARM,A1,2020,1,0,COURT ST
202001566,Verbal Disputes,VERBAL DISPUTE,D14,2020,1,0,KELTON ST
202001564,Motor Vehicle Accident Response,VERBAL DISPUTE,C11,2020,1,0,MOUNT EVERETT ST
202001563,Motor Vehicle Accident Response,VAL - OPERATING AFTER REV/SUSP.,B2,2020,1,0,
202001562,Other,SICK ASSIST,C6,2020,1,0,D ST
202001561,Violations,ASSAULT - SIMPLE,A1,2020,1,0,CAUSEWAY ST
202001560,Larceny,VIOLATION - RESTRAINING ORDER (NO ARREST),B3,2020,1,23,WOODRUFF WAY
202001559,Larceny,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E5,2020,1,23,WASHINGTON ST
202001557,Investigate Person,INVESTIGATE PROPERTY,B3,2020,1,23,BLUE HILL AVE
202001556,Drug Violation,SICK/INJURED/MEDICAL - PERSON,A15,2020,1,23,WALFORD WAY
202001555,Larceny,SERVICE TO OTHER AGENCY,C6,2020,1,22,DEADY'S LN
202001554,Landlord/Tenant Disputes,VERBAL DISPUTE,B2,2020,1,22,BURRELL ST
202001553,Vandalism,SICK ASSIST,E18,2020,1,22,FAIRMOUNT AVE
202001552,Investigate Person,VERBAL DISPUTE,D14,2020,1,21,HANO ST
202001551,Other,LICENSE PREMISE VIOLATION,A1,2020,1,22,HANOVER ST
202001550,Motor Vehicle Accident Response,ROBBERY,D4,2020,1,21,DARTMOUTH ST
202001549,Property Lost,SICK ASSIST,C6,2020,1,21,COLUMBIA RD
202001548,Larceny,VANDALISM,B3,2020,1,21,VESTA RD
202001420,Drug Violation,ASSAULT - SIMPLE,A1,2020,1,11,NEW SUDBURY ST
202001419,Drug Violation,LARCENY ALL OTHERS,A1,2020,1,0,NEW SUDBURY ST
202001418,Missing Person Reported,PROPERTY - ACCIDENTAL DAMAGE,E18,2020,1,2,HYDE PARK AVE
202001417,Medical Assistance,FRAUD - CREDIT CARD / ATM FRAUD,C11,2020,1,14,GIBSON ST
202001416,Investigate Person,SEXUAL ASSAULT KIT COLLECTED,External,2020,1,14,FOGG RD
202001415,Investigate Person,FORGERY / COUNTERFEITING,A7,2020,1,0,PARIS ST
202001414,Investigate Person,LARCENY SHOPLIFTING,B2,2020,1,13,LONGWOOD AVE
202001413,Property Lost,INVESTIGATE PROPERTY,A1,2020,1,14,TYLER ST
202001412,Drug Violation,INVESTIGATE PROPERTY,C11,2020,1,12,GIBSON ST
202001411,Landlord/Tenant Disputes,INVESTIGATE PROPERTY,C11,2020,1,0,GIBSON ST
202001410,Robbery,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,2020,1,11,GIBSON ST
202001409,Fraud,INVESTIGATE PROPERTY,D14,2020,1,12,ANTWERP ST
202001408,Verbal Disputes,ASSAULT - SIMPLE,B3,2020,1,13,FRONTENAC ST
202001407,Verbal Disputes,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,2020,1,0,MAGAZINE ST
202001406,Medical Assistance,HARASSMENT/ CRIMINAL HARASSMENT,C11,2020,1,13,GIBSON ST
202001405,Residential Burglary,AUTO THEFT,B2,2020,1,12,WALNUT AVE
202001404,Larceny From Motor Vehicle,GRAFFITI,B2,2020,1,10,MALCOLM X BLVD
202001403,Drug Violation,TOWED MOTOR VEHICLE,A7,2020,1,0,SARATOGA ST
202001402,Drug Violation,TOWED MOTOR VEHICLE,C6,2020,1,12,
202001401,Vandalism,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,2020,1,18,HARRISON AVE
202001400,Restraining Order Violations,DEATH INVESTIGATION,A7,2020,1,12,SARATOGA ST
202001399,Motor Vehicle Accident Response,MISSING PERSON - LOCATED,B3,2020,1,11,ALGONQUIN ST
202001398,Fraud,VERBAL DISPUTE,B3,2020,1,11,BLUE HILL AVE
202001396,Simple Assault,INVESTIGATE PERSON,C11,2020,1,12,WASHINGTON ST
202001395,Investigate Person,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,2020,1,11,W BROADWAY
202001394,Medical Assistance,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,2020,1,12,NEWMARKET SQ
202001393,Ballistics,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,2020,1,13,WASHINGTON ST
202001392,Drug Violation,SICK/INJURED/MEDICAL - POLICE,E18,2020,1,13,
202001391,Other,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,C6,2020,1,13,
202001390,Confidence Games,HARASSMENT/ CRIMINAL HARASSMENT,B2,2020,1,12,ROXBURY ST
202001389,Property Lost,LARCENY SHOPLIFTING,A1,2020,1,12,WASHINGTON ST
202001387,Other Burglary,PROPERTY - LOST/ MISSING,C6,2020,1,6,W BROADWAY
202001386,Auto Theft,PROPERTY - LOST/ MISSING,A1,2020,1,17,NEW SUDBURY ST
202001385,Motor Vehicle Accident Response,SICK ASSIST,C6,2020,1,11,W BROADWAY
202001383,Fraud,PROPERTY - LOST/ MISSING,B2,2020,1,22,
202001381,Property Lost,VIOLATION - CITY ORDINANCE,C6,2020,1,12,
202001380,Confidence Games,SEARCH WARRANT,E18,2020,1,12,HUNTINGTON AVE
202001379,Aggravated Assault,M/V ACCIDENT - PERSONAL INJURY,E5,2020,1,11,
202001376,Verbal Disputes,INVESTIGATE PERSON,C6,2020,1,12,MASSACHUSETTS AVE
202001375,Investigate Person,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,2020,1,12,HARRISON AVE
202001372,Confidence Games,VIOLATION - HARASSMENT PREVENTION ORDER,B2,2020,1,8,BLUE HILL AVE
202001371,Medical Assistance,M/V ACCIDENT - OTHER,E13,2020,1,12,WASHINGTON ST
202001370,Motor Vehicle Accident Response,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,2020,1,11,MASSACHUSETTS AVE
202001369,Vandalism,ASSAULT - SIMPLE,D4,2020,1,3,WASHINGTON ST
202001368,Missing Person Reported,AUTO THEFT - LEASED/RENTED VEHICLE,C11,2020,1,11,HANCOCK ST
202001367,Auto Theft,SICK ASSIST,B2,2020,1,11,ROXBURY ST
202001366,Auto Theft Recovery,DEATH INVESTIGATION,B2,2020,1,10,WARREN ST
202001365,Simple Assault,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,2020,1,11,ALBANY ST
202001364,Medical Assistance,M/V ACCIDENT - PROPERTY DAMAGE,A7,2020,1,11,
202001363,Motor Vehicle Accident Response,SEXUAL ASSAULT KIT COLLECTED,D4,2020,1,0,ALBANY ST
202001362,Harassment,THREATS TO DO BODILY HARM,B2,2020,1,11,TREMONT ST
202001361,Simple Assault,HARASSMENT/ CRIMINAL HARASSMENT,D4,2020,1,11,TREMONT ST
202001360,Violations,LARCENY ALL OTHERS,A1,2020,1,1,NEW SUDBURY ST
202001359,Investigate Person,MISSING PERSON,B2,2020,1,17,ALLEGHANY ST
202001358,Investigate Person,THREATS TO DO BODILY HARM,B2,2020,1,11,HOMESTEAD ST
202001357,Medical Assistance,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,2020,1,11,
202001355,Larceny,INVESTIGATE PERSON,E5,2020,1,11,CROWN POINT DR
202001354,Investigate Person,LARCENY THEFT FROM BUILDING,D14,2020,1,13,BRAINTREE ST
202001353,Larceny,LARCENY THEFT FROM BUILDING,B2,2020,1,10,FAYSTON ST
202001351,Police Service Incidents,VIOLATION - RESTRAINING ORDER (NO ARREST),A15,2020,1,11,CITY SQ
202001348,Drug Violation,AUTO THEFT,C11,2020,1,16,GIBSON ST
202001347,Search Warrants,PROPERTY - LOST/ MISSING,D14,2020,1,17,WASHINGTON ST
202001346,Firearm Violations,LARCENY ALL OTHERS,C6,2020,1,10,SOUTHAMPTON ST
202001342,Drug Violation,SEXUAL ASSAULT KIT COLLECTED,D4,2020,1,0,ALBANY ST
202001341,Property Lost,PROPERTY - FOUND,A1,2020,1,8,WINTER ST
202001340,Medical Assistance,VERBAL DISPUTE,D4,2020,1,9,MASSACHUSETTS AVE
202001339,Investigate Person,LARCENY ALL OTHERS,D4,2020,1,11,HARRISON AVE
202001338,Property Lost,VAL - VIOLATION OF AUTO LAW,E13,2020,1,9,GERMANIA ST
202001337,Medical Assistance,VAL - OPERATING AFTER REV/SUSP.,E13,2020,1,10,
202001336,Property Found,PROPERTY - LOST/ MISSING,E5,2020,1,12,CENTRE ST
202001335,Medical Assistance,VANDALISM,B3,2020,1,20,BLUE HILL AVENUE
202001334,Medical Assistance,LICENSE PREMISE VIOLATION,D4,2020,1,10,HARRISON AVE
202001333,Warrant Arrests,FRAUD - CREDIT CARD / ATM FRAUD,E5,2020,1,12,CENTRE ST
202001331,Residential Burglary,TOWED MOTOR VEHICLE,D14,2020,1,9,HUNNEWELL AVE
202001330,Other,FRAUD - FALSE PRETENSE / SCHEME,A15,2020,1,9,VINE ST
202001329,Investigate Property,ASSAULT - SIMPLE,D4,2020,1,9,WORCESTER ST
202001328,Towed,TOWED MOTOR VEHICLE,E13,2020,1,0,
202001327,Medical Assistance,BURGLARY - COMMERICAL,C6,2020,1,17,WARD ST
202001325,Larceny,INVESTIGATE PERSON,C6,2020,1,8,DISTRICT AVE
202001324,Drug Violation,PROPERTY - ACCIDENTAL DAMAGE,C6,2020,1,9,W BROADWAY
202001323,License Violation,ASSAULT - AGGRAVATED,C11,2020,1,8,HOMES AVE
202001322,Vandalism,PROPERTY - FOUND,A1,2020,1,12,PORTLAND ST
202001321,Residential Burglary,INVESTIGATE PERSON,E18,2020,1,8,RALDNE RD
202001320,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,E13,2020,1,8,
202001319,Aggravated Assault,THREATS TO DO BODILY HARM,C11,2020,1,7,GIBSON ST
202001318,Verbal Disputes,TOWED MOTOR VEHICLE,D4,2020,1,7,HARRISON AVE
202001317,Motor Vehicle Accident Response,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,2020,1,8,HUNTINGTON AVE
202001316,Larceny,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,C11,2020,1,14,GIBSON ST
202001315,Confidence Games,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4,2020,1,8,HARRISON AVE
202001314,Motor Vehicle Accident Response,ASSAULT - AGGRAVATED,B3,2020,1,7,GLENWAY ST
202001313,Confidence Games,VERBAL DISPUTE,C11,2020,1,7,WASHINGTON ST
202001310,Residential Burglary,TOWED MOTOR VEHICLE,E18,2020,1,6,CATON ST
202001308,Medical Assistance,THREATS TO DO BODILY HARM,A1,2020,1,7,NEW SUDBURY ST
202001307,Larceny,FRAUD - CREDIT CARD / ATM FRAUD,E13,2020,1,14,CENTRE ST
202001306,Larceny,SICK ASSIST,E5,2020,1,5,POPLAR ST
202001305,Property Lost,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4,2020,1,4,E NEWTON ST
202001303,Towed,SICK/INJURED/MEDICAL - POLICE,E5,2020,1,3,BAKER ST
202001302,Medical Assistance,VERBAL DISPUTE,A1,2020,1,2,
202001301,Missing Person Reported,ASSAULT - SIMPLE,B3,2020,1,3,DEERING RD
202001299,Other,ASSAULT - SIMPLE,B3,2020,1,21,BLUE HILL AVE
202001298,Motor Vehicle Accident Response,ROBBERY,A1,2020,1,2,CHARLES ST
202001297,Simple Assault,ASSAULT - SIMPLE,B2,2020,1,2,CODMAN PARK
202001296,Robbery,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,2020,1,2,N BEACON ST
202001295,Aggravated Assault,INVESTIGATE PROPERTY,B2,2020,1,1,
202001294,Simple Assault,M/V ACCIDENT - OTHER,E18,2020,1,2,WARREN AVE
202001293,Other,VERBAL DISPUTE,E18,2020,1,1,ROSA ST
202001292,Verbal Disputes,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2020,1,0,MOUNT EVERETT ST
202001291,Larceny From Motor Vehicle,INVESTIGATE PERSON,E5,2020,1,0,MARGARETTA DR
202001290,Investigate Person,M/V ACCIDENT - OTHER CITY VEHICLE,B2,2020,1,0,BEAUFORD LN
202001289,Investigate Person,INVESTIGATE PERSON,E5,2020,1,0,CENTRE ST
202001288,Larceny,MISSING PERSON,B2,2020,1,16,GREENVILLE ST
202001287,Towed,INVESTIGATE PERSON,E18,2020,1,0,WINTER ST
202001286,Property Lost,INVESTIGATE PERSON,B3,2020,1,23,MORTON ST
202001285,Other,VAL - OPERATING AFTER REV/SUSP.,C6,2020,1,0,MASSACHUSETTS AVE
202001284,Other Burglary,VERBAL DISPUTE,D14,2020,1,23,CLEVEMONT AVE
202001283,Medical Assistance,SICK ASSIST,E5,2020,1,23,CLEMENT AVE
202001282,Motor Vehicle Accident Response,VERBAL DISPUTE,B2,2020,1,23,DEVON ST
202001280,Motor Vehicle Accident Response,VANDALISM,D4,2020,1,0,BOYLSTON ST
202001279,Investigate Person,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,2020,1,22,BOYLSTON ST
202001278,Auto Theft,TRESPASSING,D4,2020,1,22,JERSEY ST
202001277,Motor Vehicle Accident Response,THREATS TO DO BODILY HARM,C11,2020,1,22,BOWDOIN AVE
202001276,Missing Person Reported,VANDALISM,C11,2020,1,23,GIBSON ST
202001275,Property Found,HARASSMENT/ CRIMINAL HARASSMENT,E18,2020,1,21,HYDE PARK AVE
202001274,Other,SICK ASSIST,B3,2020,1,21,HARVARD ST
202001273,Larceny,FIRE REPORT,D4,2020,1,21,BEACON ST
202001272,Residential Burglary,SICK ASSIST,E5,2020,1,20,LORETTE ST
202001271,Towed,FIRE REPORT,B2,2020,1,21,WASHINGTON ST
202001270,Police Service Incidents,CHILD ENDANGERMENT,A1,2020,1,20,NEW SUDBURY ST
202001269,Motor Vehicle Accident Response,THREATS TO DO BODILY HARM,B3,2020,1,20,CHARLOTTE ST
202001268,Other,ASSAULT - SIMPLE,B3,2020,1,20,MORTON ST
202001266,Drug Violation,ASSAULT - SIMPLE,A1,2020,1,20,ATLANTIC AVE
202001265,Larceny,SICK/INJURED/MEDICAL - PERSON,E13,2020,1,20,CENTRE ST
202001264,Police Service Incidents,INVESTIGATE PERSON,C11,2020,1,20,GENEVA AVE
202001263,Investigate Person,ROBBERY,A1,2020,1,21,LEGENDS WAY
202001262,Aggravated Assault,SICK/INJURED/MEDICAL - PERSON,A1,2020,1,0,TREMONT ST
202001261,Warrant Arrests,INVESTIGATE PERSON,B2,2020,1,19,TREMONT ST
202001259,Auto Theft,LARCENY THEFT FROM BUILDING,C11,2020,1,19,GALLIVAN BLVD
202001258,Larceny,ASSAULT - SIMPLE,B2,2020,1,19,LONGWOOD AVE
202001257,Other,VAL - VIOLATION OF AUTO LAW,B3,2020,1,19,BLUE HILL AVE
202001256,Property Found,MISSING PERSON - LOCATED,B3,2020,1,11,BLUE HILL AVE
202001255,Other,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,2020,1,20,ALBANY ST
202001254,Medical Assistance,THREATS TO DO BODILY HARM,E13,2020,1,20,WASHINGTON ST
202001253,Larceny From Motor Vehicle,INVESTIGATE PERSON,D14,2020,1,19,CAMBRIDGE ST
202001252,Confidence Games,ASSAULT - AGGRAVATED,D4,2020,1,19,W DEDHAM ST
202001251,Medical Assistance,ROBBERY,C11,2020,1,19,LEROY ST
202001250,Motor Vehicle Accident Response,BALLISTICS EVIDENCE/FOUND,E5,2020,1,19,BROWN AVE
202001249,Investigate Property,PROPERTY - LOST/ MISSING,A1,2020,1,18,DORCHESTER AVE
202001248,Motor Vehicle Accident Response,THREATS TO DO BODILY HARM,A1,2020,1,20,STUART ST
202001247,Motor Vehicle Accident Response,ASSAULT - SIMPLE,B2,2020,1,18,POMPEII ST
202001246,Investigate Property,SICK/INJURED/MEDICAL - PERSON,D14,2020,1,18,COMMONWEALTH AVE
202001245,Towed,ASSAULT - SIMPLE,E5,2020,1,18,VFW PKWY
202001244,Vandalism,VERBAL DISPUTE,B3,2020,1,18,MALLARD AVE
202001240,Vandalism,LANDLORD - TENANT,B2,2020,1,17,HIGHLAND ST
202001239,Vandalism,INVESTIGATE PERSON,C11,2020,1,18,CUSHING AVE
202001238,Vandalism,TOWED MOTOR VEHICLE,C6,2020,1,17,THOMAS PARK
202001237,Vandalism,VAL - OPERATING AFTER REV/SUSP.,A1,2020,1,16,
202001236,Motor Vehicle Accident Response,LARCENY THEFT OF BICYCLE,D4,2020,1,18,
202001235,Medical Assistance,ASSAULT - SIMPLE,B3,2020,1,18,BLUE HILL AVENUE
202001234,Other,VANDALISM,C6,2020,1,18,W BROADWAY
202001233,Property Found,FRAUD - IMPERSONATION,B3,2020,1,18,BLUE HILL AVE
202001232,Motor Vehicle Accident Response,FRAUD - IMPERSONATION,B3,2020,1,18,BLUE HILL AVE
202001231,Fraud,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,2020,1,18,HARRISON AVE
202001230,Larceny From Motor Vehicle,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E13,2020,1,18,AMORY ST
202001228,Warrant Arrests,VERBAL DISPUTE,C11,2020,1,17,UPLAND AVE
202001227,Towed,VERBAL DISPUTE,B2,2020,1,17,WYOMING ST
202001226,Motor Vehicle Accident Response,ASSAULT - AGGRAVATED,C11,2020,1,17,WESTVILLE TER
202001225,Residential Burglary,FORGERY / COUNTERFEITING,C11,2020,1,18,GIBSON ST
202001224,Towed,TOWED MOTOR VEHICLE,C6,2020,1,16,DORCHESTER ST
202001222,Property Lost,SICK ASSIST,E13,2020,1,17,
202001221,Counterfeiting,INVESTIGATE PERSON,A1,2020,1,16,PHILLIPS ST
202001220,Property Found,SICK ASSIST,A1,2020,1,17,CAUSEWAY ST
202001217,Verbal Disputes,HARASSMENT/ CRIMINAL HARASSMENT,B2,2020,1,15,WENONAH ST
202001216,Medical Assistance,VAL - OPERATING AFTER REV/SUSP.,B2,2020,1,16,
202001214,Larceny,SICK ASSIST,B3,2020,1,16,
202001166,Simple Assault,ASSAULT - SIMPLE,E18,2020,1,12,RALDNE RD
202001213,Other,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,2020,1,17,ESSEX ST
202001212,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,2020,1,16,CUSHING AVE
202001211,Medical Assistance,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2020,1,19,GIBSON ST
202001210,License Violation,ASSAULT - SIMPLE,C6,2020,1,16,ALLSTATE RD
202001209,Simple Assault,LARCENY SHOPLIFTING,D14,2020,1,12,COMMONWEALTH AVE
202001208,Drug Violation,INVESTIGATE PROPERTY,E5,2020,1,16,BLUE LEDGE DR
202001207,Investigate Person,HARASSMENT/ CRIMINAL HARASSMENT,B2,2020,1,15,BLUE HILL AVE
202001206,Verbal Disputes,ASSAULT - AGGRAVATED,B2,2020,1,16,DIMOCK ST
202001205,Other,HARASSMENT/ CRIMINAL HARASSMENT,C11,2020,1,16,NORTON ST
202001203,Larceny,THREATS TO DO BODILY HARM,E18,2020,1,10,FAIRMOUNT AVE
202001200,Vandalism,DEATH INVESTIGATION,D14,2020,1,16,WOODSTOCK AVE
202001199,Motor Vehicle Accident Response,PROPERTY - FOUND,C6,2020,1,16,W BROADWAY
202001198,Robbery,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,2020,1,16,DITMUS CT
202001197,Simple Assault,VANDALISM,B3,2020,1,16,ORMOND ST
202001196,Aggravated Assault,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,2020,1,15,
202001195,Verbal Disputes,LARCENY ALL OTHERS,A15,2020,1,13,VINE ST
202001194,Medical Assistance,INVESTIGATE PERSON,B2,2020,1,15,
202001193,Other,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,2020,1,15,
202001192,Motor Vehicle Accident Response,VERBAL DISPUTE,B3,2020,1,14,CROWELL ST
202001191,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,2020,1,18,HARTFORD ST
202001190,Other,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,2020,1,21,WASHINGTON ST
202001189,Motor Vehicle Accident Response,VERBAL DISPUTE,A1,2020,1,10,OXFORD ST
202001188,Vandalism,M/V ACCIDENT - OTHER,A15,2020,1,14,VINE ST
202001187,Ballistics,M/V ACCIDENT - OTHER,A15,2020,1,13,
202001186,Medical Assistance,FRAUD - FALSE PRETENSE / SCHEME,D4,2020,1,0,NEWBURY ST
202001185,Investigate Property,TRESPASSING,B2,2020,1,14,GERARD ST
202001184,Simple Assault,ASSAULT - AGGRAVATED,C11,2020,1,14,TOPLIFF ST
202001183,Verbal Disputes,TOWED MOTOR VEHICLE,E5,2020,1,12,REXHAME ST
202001182,Simple Assault,VANDALISM,E5,2020,1,20,SALMAN ST
202001181,Simple Assault,INVESTIGATE PERSON,E13,2020,1,14,HYDE PARK AVE
202001180,Vandalism,LARCENY SHOPLIFTING,D14,2020,1,14,MARKET ST
202001179,Missing Person Located,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,2020,1,16,NEW SUDBURY ST
202001178,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,2020,1,20,WASHINGTON ST
202001177,Larceny,ASSAULT - AGGRAVATED,A1,2020,1,13,SCHOOL ST
202001175,Drug Violation,INVESTIGATE PERSON,E5,2020,1,14,CENTRE ST
202001174,Firearm Violations,ASSAULT - SIMPLE,B3,2020,1,13,WHEATLAND AVE
202001173,Other,FRAUD - FALSE PRETENSE / SCHEME,A1,2020,1,14,SALEM ST
202001172,Medical Assistance,VERBAL DISPUTE,B2,2020,1,11,CENTRE ST
202001171,Towed,ASSAULT - SIMPLE,D4,2020,1,12,E BROOKLINE ST
202001170,Confidence Games,VANDALISM,C11,2020,1,13,GENEVA AVE
202001169,Missing Person Located,LARCENY THEFT OF MV PARTS & ACCESSORIES,E5,2020,1,3,SALMAN ST
